smiles,name
CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NNC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@H](NC(=O)c5ccc(NCc6c[nH]c7nc(N)nc(=O)c-7n6)cc5)C(=O)O)C(=O)O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,vintafolide
CCCc1cc(C(N)=S)ccn1,protionamide
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,fenamisal
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,sulbentine
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,sultamicillin
CCN1C(=O)NC(c2ccccc2)C1=O,ethotoin
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,cocaine
COc1ccc(C=CC(=O)OCCC(C)C)cc1,amiloxate
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,glecaprevir
COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,baloxavir marboxil
OCC(CO)(CO)CO,pentaerythritol
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,bisacodyl
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,norethandrolone
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,fluconazole
CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,cyclodrine
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,pioglitazone
CCC(CC)(CO)CO,prenderol
COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,letermovir
CCC1(CC)C(=O)CCNC1=O,piperidione
CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,amorolfine
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,clopenthixol
O=NN(CCCl)C(=O)NCCCl,carmustine
c1ccc(C(Cc2noc(CCN3CCCCC3)n2)c2ccccc2)cc1,prenoxdiazine
O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,ezetimibe
CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,mefuparib
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,apixaban
CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,aclarubicin
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,leuprorelin
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,dichlorphenamide
CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,tegaserod
O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,pipazetate
CCCCNC(=N)NC(=N)N,buformin
CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C,saralasin
CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,benzarone
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,methyldopate
O=C(CS(=O)C(c1ccccc1)c1ccccc1)NO,adrafinil
CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,dexamethasone acefurate
O=C(NC1CCCCC1)NS(=O)(=O)c1ccc2c(c1)CCC2,glyhexamide
CNCCON=c1c2ccccc2ccc2ccccc12,demexiptiline
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,tropicamide
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,perazine
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,rufloxacin
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,nadolol
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,idarubicin
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,methylthioninium chloride
NC(=O)CN1Cc2ccccc2OC1=O,caroxazone
O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,betiatide
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,ketazolam
C[S+](C)CC[C@H](N)C(=O)O,methiosulfonium chloride
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,mesterolone
Cc1ccccc1OCC(O)CO,mephenesin
O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,clefamide
CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,diprafenone
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,lifitegrast
OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,vilanterol
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,levobunolol
Nc1ccc(/C=C/c2ccc([N+](=O)[O-])o2)nn1,nifurprazine
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,emtricitabine
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,isosorbide
CC(=O)N[C@@H](CCC(N)=O)C(=O)O,aceglutamide
O=C(O)P(=O)(O)O,foscarnet
Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,olprinone
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,flurazepam
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,zolpidem
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,ruboxistaurin
COCCCOc1ccnc(C[S@@](=O)c2nc3ccccc3[nH]2)c1C,dexrabeprazole
N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1,hydroxystilbamidine
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,prazepam
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,ouabain
NCC(O)c1cccc(O)c1,norfenefrine
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,rizatriptan
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)(Cl)Cl)NS2(=O)=O,teclothiazide
CC(C)(C)C(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,tribuzone
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,tenofovir
CNC(=O)Oc1cccc2ccccc12,carbaryl
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,loretin
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1C,alphaprodine
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,sulfisoxazole acetyl
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,ticarcillin
CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,fosinopril
CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1,amprotropine
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,methylhomatropine
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,dichlorophen
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,indomethacin
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,diltiazem
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,trimipramine
Cc1ccc(S(=O)(=O)Oc2ccc(O)c(S(=O)(=O)O)c2)cc1,sultosilic acid
Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,moperone
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,avobenzone
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,neratinib
CN(C)C(=N)NC(=N)N,metformin
O=C1NC(=O)C(c2ccccc2)(c2cccs2)N1,phethenylate
CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@H](C)[C@H]1O,cymarin
NC(=O)N1c2ccccc2C=Cc2ccccc21,carbamazepine
O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,oxyphenisatine
O=[N+]([O-])O[Hg]c1ccccc1,phenylmercuric nitrate
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,olopatadine
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,eicosapentaenoic acid
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,sibutramine
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,proglumide
N=C(N)NCCCCCCC(=O)NC(O)C(=O)NCCCCNCCCN,gusperimus
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,pomalidomide
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,vardenafil
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,oxiconazole
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,glutathione
O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1,cyclarbamate
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,cyclofenil
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,etoricoxib
Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1,morinidazole
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,roquinimex
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,glibenclamide
C#CCOc1ccc(N)cc1C(=O)NCCCC,parsalmide
CCCC[C@@H](O)/C=C(C)/C=C/C=C/C(=O)N1CCCC1=O,pecilocin
Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,pleconaril
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1N,metahexamide
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,nizatidine
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,deferasirox
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,barnidipine
O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1,biriperone
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,astemizole
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,maraviroc
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,retigabine
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,chlorquinaldol
CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,loteprednol etabonate
Nc1ncnc(Nc2ccc(Cl)cc2)n1,chlorazanil
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,lurasidone
O=C(NCN1CCOCC1)c1cnccn1,morinamide
[99Mo],Molybdenum Mo-99
O=CCCCC=O,glutaral
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,clofibrate
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,hyoscyamine
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)C(C)C)ccc4[C@H]3CC[C@@]21C,ethinylestradiol sulfonate
CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,paliperidone palmitate
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,aprobarbital
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,dexfenfluramine
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,dolutegravir
CC(C)NC(C)Cc1ccc([123I])cc1,Iofetamine (123I)
C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,ripasudil
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,posaconazole
O=C(O)c1cc(O)c2c(c1)O[Bi](O)O2,bismuth subgallate
CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)O,dasiglucagon
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,omeprazole
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,calcium pantothenate
CC(C)CCOC(=O)C(N)c1ccccc1,phenamacide
Oc1c(Cl)cc(Cl)c2cccnc12,chloroxine
CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,tiazesim
C#CCN(C)[C@H](C)Cc1ccccc1,selegiline
OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,perisoxal
C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,clostebol
Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,clemizole
C[Se]CC[C@H](N)C(=O)O,selenomethionine
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,ulipristal
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,bifonazole
N[14C](N)=O,UREA C 14
NC(=O)NS(=O)(=O)c1ccc(N)cc1,sulfacarbamide
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,propanidid
CN(C)CC(Oc1ccccc1)Oc1ccccc1,medifoxamine
CC(Cc1ccccc1)/N=C/C(Cl)(Cl)Cl,amfecloral
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,carbocromen
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,bupranolol
CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,moxidectin
Cc1ccc(C(CCN(C)C)c2ccccc2)cc1,tolpropamine
CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,fimasartan
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,irinotecan
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,avanafil
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,dalbavancin
N[C@@H](CC(=O)O)C(=O)O,aspartic acid
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,formoterol
CCC(C(=O)O)C1(O)CCC(c2ccccc2)CC1,fencibutirol
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,pinazepam
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,butacaine
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,desoxycortone
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,procyclidine
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,sisomicin
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,practolol
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,amoxapine
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,anisindione
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,lofepramine
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=NNC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,zorubicin
CCCCCCCCNC(=N)NC(=N)NCc1ccc(Cl)c(Cl)c1,olanexidine
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,betacarotene
OC(c1ccc(Cl)cc1)c1cc2ccccc2o1,cloridarol
CN(C)[C@H](Cc1ccccc1)c1ccccc1,lefetamine
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,iotalamic acid
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,carteolol
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,safinamide
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H]1O,Streptomycin B
C[N+](C)(C)CCCCC[N+](C)(C)C,pentamethonium bromide
C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,efinaconazole
Oc1cc(O)cc(O)c1,phloroglucinol
NNc1cc2c(nn1)CCN(C(=O)c1ccccc1)C2,endralazine
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,nialamide
Nc1ncnc2nc[nH]c12,adenine
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,fluprednidene
CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,telotristat ethyl
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,triamcinolone
N=C(N)NCCC[C@@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,icatibant
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,trimecaine
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,fluticasone furoate
CC(C=C(c1cccs1)c1cccs1)N(C)C,dimethylthiambutene
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,indacaterol
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,gestrinone
CCCCC1OC(=O)c2ccccc21,butylphthalide
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,deserpidine
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,spectinomycin
CCCCNCC(=O)Nc1c(C)cccc1Cl,butanilicaine
C[N+](C)(C)CCOP(=O)([O-])O,phosphorylcholine
OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,fructose
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,cianidanol
CCNC(C)C(O)c1ccc(O)c(O)c1,dioxethedrin
CCN(CC)C(=O)c1ccccc1C(=O)N(CC)CC,tetraethylphthalamide
Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,ramosetron
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,sitaxentan
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,symclosene
NC(CCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)C(=O)O,amino(diphenylhydantoin) valeric acid
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,histrelin
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,succinylsulfathiazole
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,quercetin
CC(=O)N[C@H](CSSC[C@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,etelcalcetide
CCN(CC)CCCNc1cc(OC)cc2cccnc12,rhodoquine
CN(C)CCN1c2ccccc2Sc2ccc(Cl)cc21,chlorfenethazine
CCN[C@@H]1C[C@H](N)[C@@H](OC2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,etimicin
CNCC12CCC(c3ccccc31)c1ccccc12,benzoctamine
N=C(N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,taribavirin
CC(O)(C(N)=O)c1ccccc1,atrolactamide
CCCCCCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1,hepronicate
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,vancomycin
C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,metampicillin
CCOC(=O)C(CC)(C(=O)NCCN(CC)CC)c1ccccc1,fenalamide
NC(CC(O)COc1cccc2ccccc12)=NO,nadoxolol
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,trazodone
