smiles,name
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCCCC[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,cargutocin
O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,olsalazine
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,daclatasvir
Cc1cccc(C)c1NC(=O)C1CCCCN1C,mepivacaine
O=C(N/N=C/[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O)c1ccncc1,glyconiazide
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,propallylonal
Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1,mepiprazole
Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,paritaprevir
C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@@H](CO)c1ccccc1)C2,methylatropine
Nc1nc2ccc(OC(F)(F)F)cc2s1,riluzole
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,baricitinib
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,chlorisondamine
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,tolperisone
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,levobetaxolol
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,icosapent ethyl
CO[C@@]1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21,temocillin
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,letrozole
CCN(CC)C(=S)SSC(=S)N(CC)CC,disulfiram
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,hexetidine
C[C@@H](N)Cc1ccccc1,levamfetamine
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,duloxetine
CCCCCCCCCCCCCCCCCCOP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,cytarabine ocfosfate
Cc1cc(=O)oc2cc(O)c(OCC(=O)O)cc12,metesculetol
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,kainic acid
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,cefamandole
CCC1(c2cccc(O)c2)CCCCN(C)C1,meptazinol
C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,pazufloxacin
CCCN=C1S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,ponesimod
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,oxamniquine
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,clebopride
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,venetoclax
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,cefalotin
CCCCOC(=O)CCC(=O)OCCCC,dibutylsuccinate
COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,esomeprazole
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,apraclonidine
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,naltrexone
CCCC(CCC)C(N)=O,valpromide
O=S(=O)(O)c1cc(O)c2c(/N=N/c3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1,anazolene
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,amprenavir
CCN(CC)CCc1nc(-c2ccccc2)no1,oxolamine
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,Spiramycin II
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,trimethobenzamide
O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1,quinfamide
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,levothyroxine
C[N+]1([O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,atropine oxyde
CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,febarbamate
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,retinol
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,tolcapone
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,revefenacin
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,trimetozine
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,methotrexate
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,beclometasone dipropionate
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,mydecamycin
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,linolenic acid
CCN(CC)CCOC(=O)c1ccc(N)cc1,procaine
Cc1ccc(OCC(O)CNC(C)(C)C)c2oc(=O)ccc12,bucumolol
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,mexazolam
CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,medroxalol
CN1C(=O)C[C@@H](C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N2CCCC2C(N)=O)NC1=O,taltirelin
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,amphotericin B
NC(=O)c1cccnc1,nicotinamide
COc1ccc(/C(C)=C/C(=O)O)c(OC)c1,dimecrotic acid
COc1ccc(C=CC(=O)c2ccc(OC)cc2OC)cc1,metochalcone
CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,sotagliflozin
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,cinnarizine
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,acyclovir
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,oxytetracycline
COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,capobenic acid
NCCS,mercaptamine
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,bentazepam
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,belotecan
CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,estradiol dipropionate
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,floctafenine
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,colfosceril palmitate
N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,ivosidenib
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)C(C)C)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)O)C(C)C)C(C)C)[C@@H](C)O)[C@@H](C)O,thymalfasin
c1ccc2c(SC3=NCCN3)c[nH]c2c1,tinazoline
Oc1c(I)cc(I)c2cccnc12,diiodohydroxyquinoline
CC(=O)CCC=C(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,teprenone
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,olmesartan medoxomil
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,talinolol
Oc1c(Br)cc(Br)c2cccnc12,broxyquinoline
CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,nitracrine
O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,oftasceine
Clc1ccccc1CN1CCc2sccc2C1,ticlopidine
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,roxatidine acetate
CC(N)C(O)c1ccccc1,phenylpropanolamine
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,(S)-nitrendipine
Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,arbutamine
N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1CC(F)(F)CCC1=O,gemigliptin
C#CC(OC(N)=O)c1ccccc1,carfimate
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,clemastine
CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,dimethazan
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,azilsartan medoxomil
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,tibolone
CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,dihydroergocristine
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,delamanid
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,acalabrutinib
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,lindane
C[C@H](N)Cc1ccccc1,dexamfetamine
CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,isomethadone
CN(C)CCN(Cc1cccs1)c1ccccc1,methaphenilene
ClC(Cl)=C(Cl)Cl,tetrachloroethylene
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,adinazolam
CCOc1ccccc1C(N)=O,ethenzamide
C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,garenoxacin
NC(=O)Nc1ccc([As](=O)(O)O)cc1,carbarsone
CN(C)c1nc(N(C)C)nc(N(C)C)n1,altretamine
O=[N+]([O-])OC[C@@H](O[N+](=O)[O-])[C@@H](O[N+](=O)[O-])[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],mannite hexanitrate
C[N+]1(Cc2ccc(-c3ccccc3)cc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,xenytropium
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,methandriol
Clc1ccc(CC(=CCN2CCCC2)c2ccccc2)cc1,pyrrobutamine
CN(CC(O)c1cccc(O)c1)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,phentetramine
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,fluocinolone acetonide
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,tiaramide
CC(C)NNC(=O)c1ccncc1,iproniazid
Cc1sc2ccccc2c1CC1=NCCN1,metizoline
COc1ccccc1OCC(O)COC(N)=O,methocarbamol
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,axitinib
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,apremilast
O=C1NOCC1/N=C/c1ccc(/C=N/C2CONC2=O)cc1,terizidone
C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,flunoxaprofen
CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,bamifylline
C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,masoprocol
C/C(=C(\CCOC(=O)C(C)C)SS/C(CCOC(=O)C(C)C)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,sulbutiamine
O=C(OCCN1CCCCC1)C(c1ccccc1)N1CCCCC1,dipiproverine
COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,tolrestat
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,bisoprolol
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,flufenamic acid
CCCCOc1ccc(CC(=O)NO)cc1,bufexamac
ClC(Cl)(Cl)Cl,carbon tetrachloride
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,brallobarbital
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,indalpine
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,piperaquine
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,alclometasone dipropionate
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,etofenamate
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,doxifluridine
CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O,menadione sodium bisulfite
O=[Zn],zinc oxide
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,dipyridamole
NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,benzylsulfamide
CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,triamcinolone diacetate
Cc1cc(=O)[nH]c(=S)[nH]1,methylthiouracil
CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12,vedaprofen
CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,hexestrol
CCCCOc1ccc(/N=N/c2ccc(N)nc2N)cn1,butazopyridine
CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,levocarnitine propionate
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,grepafloxacin
CCCCOc1ccc(C(=O)OCCOCCN(CC)CC)cc1N,betoxycaine
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,pentamidine
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,dactinomycin
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,pemigatinib
CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,cloranolol
Cl[201Tl],thallous chloride Tl-201
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,hydroflumethiazide
O=C(O)Cc1ccccc1,phenylacetic acid
O=C(O)CNC(=O)c1ccccc1[131I],iodohippurate sodium I131
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,iloprost
CC1=CC(=O)c2ccccc2C1=O,menadione
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,enilconazole
C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,cimetropium
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ruxolitinib
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,butoconazole
CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,atosiban
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,imidafenacin
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,rabeprazole
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc([18F])nc1)C(=O)O)C(=O)O,piflufolastat F-18
CC(C)C[C@H](N)C(=O)O,leucine
CN(C)CCO,deanol
CC(C)Cc1ccc(C(C)C(=O)NCCO)cc1,mabuprofen
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,cyclacillin
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)O)[C@H]3SC2)cc1,cefsulodin
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,oxiglutatione
CS(=O)(=O)OCCC(=O)N1CCN(C(=O)CCOS(C)(=O)=O)CC1,piposulfan
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,clobetasol propionate
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,fingolimod
CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1,dimethocaine
NC(=O)c1nc(F)cnc1O,favipiravir
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,iohexol
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,artisone acetate
COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,ibuprofen guaiacol ester
CCN(CC)C(=O)c1cccnc1,nikethamide
CC(=CC(=O)O)C1CCCCC1,cicrotoic acid
Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,sonidegib
CC(C)NC[C@H](O)COc1ccc(O)cc1,prenalterol
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,pipotiazine palmitate
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,tiagabine
O=C(O)c1nn(-c2ccc(S(=O)(=O)O)cc2)c(O)c1/N=N/c1ccc(S(=O)(=O)O)cc1,tartrazine
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,mebeverine
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,eribulin
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,liraglutide
CC(I)C1OCC(CO)O1,iodinated glycerol
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,perospirone
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ceftazidime
C[C@@H](O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,octreotide
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1,buzepide metiodide
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,trimebutine
NCCc1cnc[nH]1,histamine
C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,fentonium
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,eterobarb
CCCCCCC(C)NN,octamoxin
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,olaparib
NC(=O)c1nc[nH]c1N,orazamide
C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,prasterone sulfate
O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr,mitolactol
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,carbubarb
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,thiamine
N[C@@H](Cc1cnc[nH]1)C(=O)O,histidine
Clc1cccc(Cl)c1NC1=NCCN1,clonidine
NCCCNCCSP(=O)(O)O,amifostine
O=C(O)[C@@H]1CCCN1,proline
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,pipamperone
N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,dibromotyrosine
C[N+](C)(CCO)CC[18F],fluoroethylcholine (18F)
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,midodrine
CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,asulacrine
O=C1c2ccccc2C(=O)C1c1ccccc1,phenindione
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,moclobemide
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,tryptophan
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,cynarine
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,benidipine
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)NCC(=O)O)c3ccccc3)cc2S(=O)(=O)C1,elobixibat
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,glasdegib
NC(=O)CC[C@H](N)C(=O)O,glutamine
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,silodosin
